,fighter_name,Height,Weight,Reach,Stance,DOB,Height_cm,Weight_kg,Gender
3293,Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",170.18,61.23,male
3294,Zabit Magomedsharipov,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",185.42,65.77,male
3296,Zach Makovsky,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",162.56,56.7,male
3300,Zach Zane,"5' 7""",145 lbs.,"69""",Southpaw,"Dec 14, 1989",170.18,65.77,male
3301,Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",182.88,70.31,male
3303,Zak Cummings,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",182.88,83.91,male
3304,Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",180.34,77.11,male
3308,Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",182.88,77.11,male
3309,Zhang Lipeng,"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990",180.34,70.31,male
3311,Zu Anyanwu,"6' 1""",251 lbs.,"77""",Orthodox,"Aug 05, 1981",185.42,113.85,male
3312,Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",172.72,65.77,male
